,,,,,,,,Cant:,94,26,,324,14,89,233,121,0,349,0,80,0,26,22,0,10,8,27,,,10,12,5,0,4,,,,,FALSE
904,VEH - A32,VEHICULO CABINA (LBD),VERIFICAR,Verificar estado del techo de la cabina,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
905,VEH - A33,VEHICULO CABINA (LBD),VERIFICAR,Verificar tapa interna de techo y sus seguros,Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
906,VEH - A34,VEHICULO CABINA (LBD),VERIFICAR,Verificacion de los amortiguadores de goma,Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
907,VEH - A35,VEHICULO CABINA (LBD),VERIFICAR,Verificar estado de los cristales (policarbonatos) ,Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
908,VEH - A36,VEHICULO CABINA (LBD),VERIFICAR,Verificar estado de las gomas de ajuste de cristales policarbonatos ,Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
909,VEH - A37,VEHICULO CABINA (LBD),VERIFICAR,Verificar estado de asientos (tornillería y mecanismo de elevación),Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
910,VEH - A38,VEHICULO CABINA (LBD),VERIFICAR,Verificacion de soporte de bateria y bastidor,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Manto. gral. Cabina,,,
911,VEH - A39,VEHICULO CABINA (LBD),VERIFICAR,Verificacion exhaustiva de la cabina (estructura y soportes),Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Suspensiones OVH,,,
118,CEF2,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),,,Plan,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
918,VEH - A40,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Cargado de cabinas ,Actividad,FALSE,BAJA,OPERATIVA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
919,VEH - A41,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Medir tension de las baterías y comprobar cargado,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
920,VEH - A42,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Verificar funcionamiento del sistema de comunicación ,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
921,VEH - A43,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Verificar estado del panel solar y correcto funcionamiento,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
922,VEH - A44,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Verificar soportes del panel solar,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
923,VEH - A45,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Verificar sistema de iluminación ,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
924,VEH - A46,VEHICULO CONJUNTO ELECTRONICO FASE 1 (LBD),VERIFICAR,Verificar funcionamiento del sistema de comunicación ,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
118,CEF2,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),,,Plan,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
918,VEH - A47,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Cargado de cabinas ,Actividad,FALSE,ALTA,OPERATIVA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
919,VEH - A48,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Medir tension de las baterías y comprobar cargado,Actividad,FALSE,MEDIA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
920,VEH - A49,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Verificar estado del panel solar y correcto funcionamiento,Actividad,FALSE,ALTA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
921,VEH - A50,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Verificar soportes del panel solar y soportes de antenas,Actividad,FALSE,BAJA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
922,VEH - A51,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Verificar sistema de iluminación ,Actividad,FALSE,ALTA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
923,VEH - A52,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Verificar sistema comunicación y cámara,Actividad,FALSE,MEDIA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
924,VEH - A53,VEHICULO CONJUNTO ELECTRONICO FASE 2 (LBD),VERIFICAR,Verificar estado de las tarjetas electrónicas,Actividad,FALSE,ALTA,ELECTRONICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
118,CEF2,VEHICULO DE MANTENIMIENTO (LBD),,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
918,VEH - A54,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Inspeccion de partes de la pinza (no se admiten fisuras),Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
919,VEH - A55,VEHICULO DE MANTENIMIENTO (LBD),LIMPIAR,Limpieza de rodetes y verificacion de Ruidos,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
920,VEH - A56,VEHICULO DE MANTENIMIENTO (LBD),LUBRICAR,"Lubricar, limpiar guías y ejes de la pinza",Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspecciones Semestrales,,,
921,VEH - A57,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,"Verificación del estado de los muelles, guias y ejes de la pinza",Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
922,VEH - A58,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Verificar el estado de la lengüeta (aplicar silicona liquida),Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
923,VEH - A59,VEHICULO DE MANTENIMIENTO (LBD),LUBRICAR,Lubricar eje principal de la pinza,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
924,VEH - A60,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Verificar estado del patín (verificar marcas de tornillería),Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
925,VEH - A61,VEHICULO DE MANTENIMIENTO (LBD),MONITORIZAR,Ensayos por partículas magnéticas,Actividad,FALSE,ALTA,HIDRAULICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
926,VEH - A62,VEHICULO DE MANTENIMIENTO (LBD),REACONDICIONAR,Mantenimiento de Pinza,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
927,VEH- A63,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Lubricación y limpieza de ejes de suspensión,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
928,VEH- A64,VEHICULO DE MANTENIMIENTO (LBD),PROBAR,"Verificar partes de la suspensión (no se admiten fisuras, ni deformaciones)",Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
929,VEH- A65,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,"Verificar amortiguadores y topes de goma, marcas de tornillería",Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
930,VEH- A66,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Verificar correcta sujeción de cilindro de freno,Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
931,VEH- A67,VEHICULO DE MANTENIMIENTO (LBD),LUBRICAR,"Lubricar con anticorit el vástago del cilindro de freno, aplicar WD40 en las rotulas del amortiguador",Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
932,VEH- A68,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Verificar estado de tuercas y volandas de los ejes de suspensión (Verificar marcas),Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
933,VEH- A69,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Inspección suspensiones,Actividad,FALSE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
934,VEH- A70,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,"Verificar partes de la estructura de la cesta (no se admiten fisuras, ni deformaciones)",Actividad,FALSE,BAJA ,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
935,VEH- A71,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,"Verificar partes de la plataforma (no se admiten fisuras, ni deformaciones)",Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
936,VEH- A72,VEHICULO DE MANTENIMIENTO (LBD),PROBAR,Verificar estado de asientos (tornillería y mecanismo de elevación),Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
937,VEH- A73,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,"Verificar estado de las puertas (no se admiten fisuras, ni deformaciones)",Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
938,VEH- A74,VEHICULO DE MANTENIMIENTO (LBD),VERIFICAR,Verificar estado de escalera y puntos de anclaje,Actividad,FALSE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
939,VEH- A75,VEHICULO DE MANTENIMIENTO (LBD),LUBRICAR,"Verificar estado de topes amortiguadores , reemplazar si es necesario",Actividad,FALSE,BAJA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
124,CCTB,CAJAS DE CONEXIÓN TB´S (LBD),,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
943,CCTB-831,CAJAS DE CONEXIÓN TB´S (LBD),VERIFICAR,Comprobar regleteo y cableado.,Actividad,FALSE,BAJA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
125,CCEE,CAJAS DE CONEXIÓN ENTRE ESTACIÓNES (LBD),,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
944,CCEE-832,CAJAS DE CONEXIÓN ENTRE ESTACIÓNES,VERIFICAR,Comprobar regleteo y cableado.,Actividad,FALSE,BAJA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
945,CCEE-833,CAJAS DE CONEXIÓN ENTRE ESTACIÓNES,VERIFICAR,Comprobar funcionamiento de interruptores pararrayos actuándolos.,Actividad,FALSE,BAJA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
126,GGM ,GRUPO GENERADOR MOTRIZ (LBD),,,Plan,,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
946,GGM- A01,GRUPO GENERADOR MOTRIZ (LBD),VERIFICAR,Verificar que no existan fugas en los alrededores del generador,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
947,GGM- A02,GRUPO GENERADOR MOTRIZ (LBD),PROBAR,"Accionar el generador sin carga para comprobar su funciomamiento (durante 10 minutos, antes del enfriamiento)",Actividad,FALSE,MEDIA,OPERATIVA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
948,GGM- A03,GRUPO GENERADOR MOTRIZ (LBD),PROBAR,Realizar la prueba de sincronizacion de los generadores ,Actividad,FALSE,ALTA,OPERATIVA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Semanal,,,
949,GGM- A04,GRUPO GENERADOR MOTRIZ (LBD),VERIFICAR,"Accionar el generador sin carga para comprobar su funciomamiento (prueba de mantenimiento) (durante 10 minutos, antes del enfriamiento)",Actividad,FALSE,ALTA,ELECTROMECANICO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
950,GGM- A05,GRUPO GENERADOR MOTRIZ (LBD),LIMPIAR,Limpieza general del motor y generador ,Actividad,TRUE,BAJA,MECANICO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
951,GGM- A06,GRUPO GENERADOR MOTRIZ (LBD),PROBAR,Verificar estado y tension de las correas del motor,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Verificacion Correas,,,
952,GGM- A07,GRUPO GENERADOR MOTRIZ (LBD),REVISAR,Regular holgura de válvulas,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion bianual,,,
953,GGM- A08,GRUPO GENERADOR MOTRIZ (LBD),LIMPIAR,Respiradero de tapa de balancines,Actividad,TRUE,ALTA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion bianual,,,
